2012年家户号,2011-2012全部家庭纯收入,同灶吃饭成员的总人数
210881,90700,3
210882,191200,3
210883,56840,3
210884,62400,3
210885,102000,2
210886,253800,5
210887,114000,2
210888,145400,3
210889,199056,2
210890,144800,2
210891,122800,1
210893,62000,3
210894,15320,3
210895,35000,3
210898,17200,3
210900,160000,4
210901,55400,5
210902,70170,8
210903,12700,2
210904,3400,2
210905,21200,5
210906,4400,4
210908,73326,5
210909,9450,6
210911,41510,4
210912,30200,4
210913,1200,1
210917,28800,3
210918,31750,6
210919,13950,2
210920,58540,5
210921,7340,3
210923,41200,6
210924,16000,4
210925,19790,3
210927,12205,3
210929,6500,3
210930,25501,5
210932,13300,3
210933,44600,5
210934,12576,2
210935,4600,3
210936,50900,3
210937,72001,2
210938,4100,1
210939,19300,2
210940,13900,4
210941,7751,3
210942,22560,6
210943,31860,3
210944,21050,2
210946,8400,5
210947,700,3
210949,7750,3
210951,13100,5
210952,50650,3
210954,22000,4
210956,8000,6
210960,82800,4
210964,39278,4
210966,85120,5
210971,21600,5
210972,17400,2
210974,36000,3
210975,86760,4
210977,11500,3
210978,35000,3
210980,31200,2
210981,35400,4
210982,38200,4
210987,33600,2
210993,109200,2
210994,38400,2
210995,79600,3
210997,50000,3
210998,25200,1
211009,36000,2
211010,84800,3
211011,49600,3
211013,113400,5
211015,36000,2
211016,42480,2
211017,229440,2
211019,87000,3
211022,18400,1
211023,78600,4
211024,58800,3
211025,6000,1
211027,6000,2
211028,66160,9
211029,400,1
211030,1020,1
211031,64140,5
211032,95400,5
211033,32900,2
211034,29650,3
211035,1000,2
211039,54600,3
211041,1270,1
211042,43400,2
211044,4400,3
211047,19100,3
211050,22450,3
211053,20000,3
211055,1800,3
211056,33590,2
211059,43400,5
211060,40699,5
211061,16150,3
211062,1300,2
211063,69006,2
211064,5101,2
211065,920,3
211068,540,3
211069,3000,4
211070,1830,3
211071,25000,2
211072,500,2
211073,33600,3
211076,142800,5
211077,67400,3
211078,38400,5
211080,55940,2
211082,22100,3
211083,38000,2
211084,32700,2
211087,35960,2
211088,22800,4
211089,48900,3
211090,16200,2
211091,3700,4
211093,51600,4
211095,55488,2
211097,38200,4
211098,14300,2
211099,30000,3
211100,32400,2
211102,18900,2
211106,39888,2
211109,32400,5
211110,15000,3
211112,27068,3
211114,61440,3
211122,24000,2
211123,31200,4
211127,88800,5
211128,35600,1
211131,14400,4
211133,10584,2
211134,36000,1
211146,131800,3
211148,28000,1
211149,2400,2
211152,26800,2
211154,36240,2
211156,67900,3
211158,59960,3
211161,63360,3
211164,100200,5
211169,17000,3
211171,5160,1
211176,190200,2
211179,18000,2
211180,28800,2
211181,36620,6
211183,28300,2
211184,4200,4
211185,6200,4
211186,5470,2
211187,39220,3
211188,3360,3
211189,20100,4
211190,46800,5
211191,15000,6
211192,65525,4
211193,69000,6
211195,71800,4
211196,45800,3
211197,57000,3
211198,33600,4
211199,16000,3
211200,20350,4
211201,117900,5
211202,42800,3
211203,72100,3
211205,9300,3
211206,38100,4
211207,62700,3
211208,51700,4
211210,141760,3
211211,78675,5
211212,40775,3
211213,46235,3
211214,27700,4
211215,13360,3
211217,1080,4
211218,16430,4
211219,800,3
211220,30160,4
211222,32690,4
211223,185970,4
211224,49900,3
211227,12145,3
211229,11800,4
211230,29600,6
211231,52700,6
211232,32300,4
211233,175275,6
211234,34200,2
211235,14660,2
211236,84230,5
211237,82620,5
211239,28100,3
211241,27910,5
211243,25000,4
211244,28800,2
211245,60924,2
211247,15600,5
211248,37520,3
211249,51780,3
211250,27960,2
211254,30520,3
211258,12000,4
211259,92760,2
211260,22800,3
211265,4000,2
211267,40680,4
211269,18000,4
211275,4560,1
211278,16440,2
211279,1401,3
211281,16800,3
211282,50000,3
211287,24000,1
211288,5000,1
211292,24000,3
211293,15600,2
211294,20800,1
211306,36600,2
211308,43240,2
211309,15936,2
211310,15600,3
211312,19800,3
211314,14150,2
211315,24816,1
211316,25080,2
211317,37200,2
211318,51560,2
211319,13200,3
211321,38520,2
211324,75600,2
211326,41952,5
211328,16320,2
211332,10000,2
211333,14400,2
211335,21320,3
211337,60000,3
211338,58920,5
211339,60000,3
211341,64000,3
211342,25000,3
211344,13200,5
211345,30000,4
211350,9815,3
211352,18000,5
211353,19500,7
211354,2600,4
211355,19200,3
211356,200,3
211357,5000,4
211358,23520,2
211359,49920,2
211360,1000,3
211361,600,2
211362,45720,4
211363,3330,3
211365,23300,2
211366,30000,5
211368,12800,3
211369,28740,2
211370,3000,2
211372,13000,2
211373,14740,4
211374,12200,2
211375,21750,5
211376,41215,5
211377,3000,2
211378,5332,4
211379,35000,5
211380,19800,3
211383,9300,3
211384,11861,4
211386,118861,4
211388,5200,2
211389,22400,5
211392,7200,2
211394,12000,3
211395,20000,5
211397,71001,3
211398,6800,1
211399,86480,4
211400,28300,3
211401,22700,3
211402,13400,4
211403,78300,5
211404,1200,3
211405,92301,3
211406,110000,5
211407,21201,4
211408,50000,5
211409,94100,5
211410,86100,6
211411,27000,5
211412,13700,5
211413,30800,2
211414,6700,2
211415,17200,3
211416,18000,6
211417,28300,4
211418,3500,2
211419,62400,5
211420,14000,2
211421,5400,3
211422,32700,5
211423,33400,4
211424,5000,2
211425,5700,6
211426,50000,3
211427,3700,2
211430,4600,3
211431,4500,3
211432,8290,4
211434,8210,4
211435,54090,3
211436,1300,2
211437,20056,2
211438,21600,4
211440,7100,3
211441,36000,2
211442,13300,2
211443,71870,3
211444,34700,4
211447,6400,3
211448,4500,4
211450,4800,3
211451,25500,4
211453,8000,2
211454,47800,3
211455,28000,4
211456,5300,4
211457,8100,5
211458,7800,3
211459,4800,4
211460,42200,2
211461,22000,4
211463,1000,2
211465,16700,3
211466,38000,2
211467,5600,2
211468,15300,2
211469,3800,4
211470,30520,5
211471,5100,1
211472,57300,3
211473,18000,5
211474,23800,3
211475,4000,3
211476,33230,3
211477,12300,2
211478,31000,3
211479,12050,3
211480,13300,4
211484,48500,4
211485,43250,5
211486,155300,4
211487,33100,4
211488,13850,2
211489,15300,2
211490,78550,4
211491,57000,5
211492,45170,4
211493,56800,5
211494,34900,3
211495,55020,4
211496,47015,7
211498,26841,6
211499,22470,4
211500,63820,3
211501,39340,4
211502,13200,4
211503,72650,5
211504,40020,3
211505,64380,6
211506,25300,5
211507,82000,5
211508,21300,2
211511,720,4
211512,8480,3
211513,1500,4
211516,18400,3
211517,18200,3
211518,20000,5
211521,3200,3
211523,36000,4
211526,1100,4
211527,15400,3
211528,12570,3
211529,38800,4
211531,7000,2
211533,2000,2
211534,10000,3
211536,3000,3
211537,3400,2
211538,22000,5
211539,60000,3
211540,720,2
211542,34600,5
211543,40155,3
211544,68898,4
211545,25240,2
211546,41960,4
211551,12800,2
211552,53300,3
211553,3070,2
211556,9400,2
211557,10000,2
211558,53520,5
211560,64008,3
211563,18175,5
211564,139230,4
211572,30720,2
211573,43200,3
211577,46200,3
211579,29200,3
211580,79000,2
211582,56400,2
211584,34000,3
211587,80600,4
211593,60000,3
211595,25200,1
211597,101200,3
211599,34800,3
211600,32400,3
211601,22800,3
211603,57252,2
211604,48000,3
211609,18240,2
211611,4700,6
211616,52200,2
211617,26160,1
211620,19200,4
211621,16800,3
211626,15600,1
211627,48640,3
211628,16600,1
211630,21600,5
211635,20000,4
211636,21920,1
211642,256240,3
211643,21048,3
211648,93244,4
211651,75080,5
211652,40560,3
211653,27400,2
211654,36648,5
211656,36000,5
211665,100000,3
211667,29460,2
211669,72640,2
211671,80400,2
211672,62340,3
211673,58320,2
211676,21600,2
211677,143560,4
211678,48000,2
211679,20000,1
211680,19200,1
211682,64600,2
211684,83960,2
211687,55200,2
211695,100200,3
211696,29070,1
211697,66000,2
211699,62400,2
211701,32100,2
211702,27112,6
211705,73820,4
211708,43200,3
211709,182400,1
211712,55000,3
211713,64390,2
211714,22800,4
211715,117000,3
211718,61700,2
211719,42800,2
211720,40800,1
211721,112400,3
211722,44400,2
211723,133040,3
211726,12000,3
211727,49600,2
211728,36000,1
211729,49000,3
211730,36000,1
211732,155240,4
211736,19200,1
211740,29740,2
211742,62000,3
211745,54800,3
211751,66960,5
211752,92200,3
211754,37332,2
211757,29000,5
211758,21300,4
211762,61200,4
211763,13300,5
211765,25000,3
211766,10050,2
211767,32700,2
211768,41940,2
211769,66390,5
211770,60440,4
211771,3600,2
211772,41000,2
211773,63820,6
211774,101660,5
211775,4650,2
211776,24000,2
211777,7300,3
211778,45050,3
211779,58600,3
211780,6000,2
211781,39200,4
211782,52300,3
211783,44900,4
211784,20600,2
211785,64870,4
211786,6792,2
211787,56100,3
211788,6721,1
211789,39300,4
211790,81500,3
211791,20720,4
211792,69240,3
211793,53720,3
211794,13300,3
211795,8500,3
211796,7900,2
211797,28000,4
211798,41680,4
211799,11400,2
211800,40500,4
211801,14700,4
211802,35470,2
211803,32100,3
211804,101100,4
211805,31600,2
211807,106500,3
211808,10700,4
211809,61200,4
211810,80900,3
211811,4000,4
211812,26800,4
211813,18900,2
211814,15800,4
211815,69000,4
211816,70000,4
211817,27250,3
211818,10400,3
211819,61400,5
211820,79000,3
211822,22000,3
211823,148800,4
211824,28000,3
211827,18000,3
211828,126400,2
211829,42060,2
211830,15600,2
211831,86368,4
211832,60600,3
211833,33000,2
211834,35320,3
211835,41480,3
211837,59400,5
211838,128520,3
211844,42000,3
211845,15600,4
211850,42000,3
211851,138400,2
211853,65000,3
211854,65400,4
211856,30000,2
211858,30900,2
211864,8808,2
211867,65600,2
211870,22800,2
211871,26400,3
211874,25000,4
211875,69400,3
211876,67200,5
211884,16800,3
211885,9760,2
211886,35890,4
211887,25000,2
211888,81700,3
211889,24000,3
211890,87500,4
211891,19700,3
211892,4200,3
211893,35800,5
211894,196700,5
211895,31700,6
211896,34400,5
211897,1200,3
211898,143210,3
211900,5400,5
211901,32100,3
211902,28400,5
211903,29810,3
211904,49500,3
211906,14340,3
211907,3300,2
211908,23000,3
211910,14700,6
211911,34600,3
211912,7501,3
211913,41456,4
211914,58400,4
211915,54200,4
211916,33201,4
211917,35960,5
211918,13000,2
211919,35601,5
211920,17200,3
211921,6000,2
211922,8800,4
211923,16000,2
211924,40800,3
211925,10000,3
211926,12300,3
211927,23500,5
211928,8000,4
211929,7800,2
211930,145300,3
211931,12100,4
211932,6000,2
211933,47040,3
211934,11000,3
211935,14300,2
211936,17500,3
211937,5500,3
211938,82685,4
211939,10300,1
211940,27850,3
211941,51000,3
211942,66000,2
211943,41600,3
211944,74840,3
211946,20000,2
211947,61200,3
211948,18960,2
211949,27000,4
211950,14080,5
211951,48500,3
211952,44400,3
211953,95000,3
211956,30000,2
211957,51360,4
211958,6000,2
211959,58132,3
211960,23000,2
211962,16800,1
211964,39800,3
211970,47540,4
211972,18400,3
213628,66080,2
214238,36000,3
214734,37000,3
216042,72900,3
220001,2500,1
220003,17400,3
220004,14101,2
220007,10492,5
220008,163371,4
220009,10541,3
220010,10930,2
220012,3511,2
220013,50700,3
220014,34000,6
220015,38000,2
220016,4841,3
220017,8600,2
220019,14924,4
220020,20600,2
220021,42900,4
220022,40900,3
220023,18901,3
220024,15200,2
220025,11200,3
220027,41100,5
220028,44200,4
220030,36470,2
220031,60500,4
220034,27730,2
220035,19500,3
220036,19330,5
220037,4500,2
220038,4400,2
220039,200000,4
220040,51900,3
220041,10320,3
220043,78100,5
220045,8636,4
220046,2500,4
220047,48762,3
220048,33200,5
220049,4700,3
220050,33775,3
220051,11800,3
220052,18700,4
220053,23700,2
220055,22191,3
220058,22040,2
220060,17400,3
220061,1000,1
220062,57350,3
220063,7400,2
220064,30600,3
220066,58850,4
220067,81230,5
220068,11920,2
220069,49100,5
220070,10400,5
220071,94151,3
220072,11901,2
220073,11900,2
220074,71370,5
220075,7100,5
220076,1900,5
220077,16190,4
220079,22435,3
220080,2200,6
220081,11600,2
220082,3376,4
220083,30940,4
220084,90100,3
220085,42379,4
220086,9379,3
220087,16700,2
220088,48069,6
220090,34479,7
220091,11500,5
220092,48900,3
220093,16000,2
220094,18400,3
220097,22400,4
220098,10829,3
220099,22600,4
220102,36280,6
220104,29800,6
220105,35300,3
220107,56100,4
220108,4290,2
220109,18300,2
220110,2300,2
220111,25720,4
220113,42620,4
220126,11300,3
220127,19800,2
220131,28800,2
220132,41100,4
220135,20000,4
220136,32200,3
220137,40800,2
220138,49000,3
220139,2160,4
220140,13200,5
220142,172800,2
220149,42000,3
220153,19800,2
220154,48500,3
220155,34150,3
220157,40000,3
220158,8700,2
220159,18800,3
220160,51500,4
220161,84660,4
220162,38500,3
220165,2000,2
220166,36240,2
220167,13296,1
220168,62000,5
220169,24000,2
220170,70000,3
220171,47000,4
220172,40000,3
220174,30000,4
220175,15720,2
220177,41280,3
220178,78000,3
220179,45000,3
220181,53500,3
220182,55000,3
220183,12500,3
220184,41200,2
220186,19800,2
220187,66400,3
220189,46000,5
220191,14700,1
220192,22700,2
220194,75600,3
220195,40000,3
220197,18600,1
220202,26000,3
220208,25744,2
220209,4000,4
220210,36400,3
220211,51500,2
220212,25000,5
220213,15645,2
220214,14500,5
220216,23600,3
220217,43000,5
220218,45000,2
220219,30500,3
220220,36000,4
220221,10000,3
220222,39300,4
220224,19080,4
220225,27560,2
220228,7000,3
220229,66400,4
220230,61020,3
220234,6400,4
220235,10000,3
220236,4500,2
220238,20500,2
220239,9000,3
220240,21100,2
220242,16800,2
220244,62000,3
220245,2640,1
220249,30000,3
220251,2160,2
220252,33600,2
220253,43600,2
220254,4400,1
220255,226000,4
220256,6000,2
220257,21560,2
220258,30000,3
220260,18000,2
220261,74000,3
220271,31320,4
220273,27600,2
220274,52900,5
220275,12500,2
220276,10900,4
220278,13000,2
220280,76200,5
220281,28220,2
220282,13160,2
220283,81600,5
220284,11125,3
220289,62200,4
220290,18380,3
220294,40000,6
220298,16800,3
220300,34000,4
220301,44301,3
220303,18960,4
220305,70400,3
220306,7200,5
220307,20000,4
220308,39500,4
220309,34460,3
220310,10180,1
220311,21300,3
220313,43680,2
220314,29000,4
220315,1960,2
220318,96600,5
220319,22600,3
220320,13040,2
220321,14620,3
220322,31680,3
220323,84120,5
220326,200,1
220328,21800,2
220329,15350,3
220330,20400,2
220331,17004,1
220332,7200,3
220333,27800,2
220334,26592,2
220335,69332,5
220336,38320,3
220337,23280,2
220338,1800,3
220339,57000,3
220341,61800,1
220342,15000,1
220343,13200,1
220344,15180,5
220347,4300,6
220348,70662,4
220350,37100,3
220351,14400,1
220352,79040,4
220353,20000,3
220354,25121,6
220355,2000,4
220358,18920,2
220359,25880,3
220360,29640,2
220362,11644,2
220364,21600,2
222098,150000,4
222944,12320,2
225025,7000,2
227185,23600,3
228847,113800,2
230001,4160,2
230004,42301,5
230005,16780,2
230006,3900,3
230007,3500,2
230008,20756,6
230009,1200,4
230010,69360,5
230011,43400,3
230013,51026,5
230014,42000,3
230015,18600,3
230016,19000,2
230017,4000,2
230018,14500,3
230021,58000,3
230022,5950,2
230024,32800,3
230025,81500,5
230026,43200,7
230028,101500,2
230030,20400,2
230031,15950,8
230032,10950,2
230033,15300,2
230034,5000,2
230035,20450,4
230036,55000,3
230037,41000,2
230038,19000,3
230039,145000,5
230042,162800,3
230044,19000,3
230045,34000,3
230046,8500,5
230047,35500,4
230048,2000,2
230049,50880,4
230051,5000,2
230052,27000,6
230053,2000,4
230054,2800,6
230061,50400,2
230062,300,2
230063,21800,5
230064,13900,2
230066,3500,3
230067,23400,6
230068,36000,3
230069,600,6
230071,23040,2
230072,158300,4
230073,32350,6
230080,87420,3
230081,37280,5
230082,43950,5
230083,11500,4
230084,25200,5
230085,22700,3
230087,90600,3
230088,2000,1
230090,21000,3
230091,40000,2
230092,98876,5
230100,18000,4
230102,36000,2
230107,37900,1
230111,24000,2
230112,61300,4
230113,45440,3
230114,70000,1
230116,44000,4
230121,12000,3
230124,34000,3
230129,5000,2
230131,68612,4
230132,3200,2
230133,21840,3
230134,38000,1
230137,47792,3
230139,52560,3
230141,48552,3
230143,70200,4
230144,45040,2
230145,29720,1
230148,26400,3
230150,38000,3
230151,21200,1
230152,45920,3
230153,51960,4
230155,26240,2
230158,17400,3
230159,56400,3
230160,26140,3
230161,10000,2
230163,33720,3
230164,81600,3
230165,19420,3
230166,101900,3
230167,18980,2
230169,59400,4
230170,11770,4
230171,5001,1
230173,4400,2
230175,49200,2
230176,7600,1
230177,56930,4
230178,10600,5
230180,88960,7
230183,66700,6
230185,83200,4
230186,25209,5
230189,131580,4
230190,12300,2
230192,15900,2
230193,74048,4
230194,72500,2
230200,60200,3
230203,31320,3
230205,15720,2
230208,130800,3
230209,106000,3
230211,46800,2
230212,31700,2
230217,31200,2
230218,8800,5
230219,55200,2
230220,51000,3
230223,20400,2
230224,32000,3
230226,37200,2
230227,40000,3
230228,90000,4
230229,30000,2
230231,12000,2
230232,18000,2
230233,190560,5
230235,41280,4
230237,104000,1
230240,43740,3
230242,24720,2
230244,56000,5
230245,30000,3
230246,59000,4
230249,52600,3
230251,14400,2
230258,72800,5
230261,2000,3
230262,41550,4
230265,30600,3
230266,50,3
230267,3000,3
230269,9000,2
230274,30000,4
230275,375000,3
230282,27600,2
230283,45600,2
230290,40800,2
230295,55200,4
230305,117600,3
230309,32800,5
230318,30000,3
230325,10000,2
230327,47400,3
230328,40800,2
230329,30050,3
230330,3000,3
230334,40000,3
230335,12400,2
230336,58000,4
230337,65000,3
230338,31200,3
230342,30000,3
230343,50000,3
230345,58560,3
230348,73680,5
230349,56400,2
230350,85000,3
230351,42700,3
230352,19500,2
230353,10750,4
230354,37000,4
230355,32400,3
230356,8160,3
230359,24200,4
230361,88000,2
230363,50000,3
230364,58000,4
230366,3600,2
230367,55400,3
230368,49200,2
